ticker,company_name,cik,year,form_type,filing_date,total_words,risk_word_count,risk_words_per_1000,debt_mentions,liquidity_mentions,legal_mentions,regulatory_mentions,uncertainty_mentions,cost_pressure_mentions,cybersecurity_mentions,data_quality_flag,failure_reason
CVX,Chevron Corp,93410,2024,10-K,2025-02-21,5552,102,18.37,7,11,31,34,23,6,6,ok,
DUK,Duke Energy Corp,1326160,2017,10-K,2018-02-21,7119,93,13.06,45,18,39,66,30,6,5,ok,
DUK,Duke Energy Corp,1326160,2018,10-K,2019-02-28,7831,110,14.05,43,14,47,70,34,7,13,ok,
DUK,Duke Energy Corp,1326160,2019,10-K,2020-02-20,3636,25,6.88,4,3,16,16,3,1,1,ok,
DUK,Duke Energy Corp,1326160,2020,10-K,2021-02-25,3527,24,6.8,4,3,16,16,3,1,1,ok,
DUK,Duke Energy Corp,1326160,2021,10-K,2022-02-24,3729,24,6.44,4,3,15,15,3,1,1,ok,
DUK,Duke Energy Corp,1326160,2022,10-K,2023-02-27,3850,25,6.49,4,2,16,17,2,5,1,ok,
DUK,Duke Energy Corp,1326160,2023,10-K,2024-02-23,3946,26,6.59,4,2,16,18,2,6,2,ok,
DUK,Duke Energy Corp,1326160,2024,10-K,2025-02-27,1756,27,15.38,4,2,11,10,2,6,2,ok,
EQIX,Equinix Inc,1101239,2017,10-K,2018-02-26,12331,176,14.27,62,8,54,51,43,6,8,ok,
EQIX,Equinix Inc,1101239,2018,10-K,2019-02-22,12310,180,14.62,64,10,55,46,49,5,8,ok,
EQIX,Equinix Inc,1101239,2019,10-K,2020-02-21,12318,193,15.67,65,10,38,38,50,6,6,ok,
EQIX,Equinix Inc,1101239,2020,10-K,2021-02-19,12296,184,14.96,60,8,39,36,51,4,7,ok,
EQIX,Equinix Inc,1101239,2021,10-K,2022-02-18,12305,201,16.33,57,8,37,23,51,21,8,ok,
EQIX,Equinix Inc,1101239,2022,10-K,2023-02-17,12307,207,16.82,57,10,48,42,50,22,9,ok,
EQIX,Equinix Inc,1101239,2023,10-K,2024-02-16,12252,207,16.9,56,10,44,36,50,22,16,ok,
EQIX,Equinix Inc,1101239,2024,10-K,2025-02-12,12284,212,17.26,20,4,78,21,50,28,20,ok,
LMT,Lockheed Martin Corp,936468,2017,10-K,2018-02-06,11757,123,10.46,12,0,25,32,15,4,9,ok,
LMT,Lockheed Martin Corp,936468,2018,10-K,2019-02-08,11803,129,10.93,10,0,20,36,15,7,14,ok,
LMT,Lockheed Martin Corp,936468,2019,10-K,2020-02-07,11842,144,12.16,11,0,29,30,13,9,12,ok,
LMT,Lockheed Martin Corp,936468,2020,10-K,2021-01-28,11737,131,11.16,11,2,15,31,18,6,3,ok,
LMT,Lockheed Martin Corp,936468,2021,10-K,2022-01-25,11714,146,12.46,10,0,21,30,13,14,4,ok,
LMT,Lockheed Martin Corp,936468,2022,10-K,2023-01-26,11538,160,13.87,13,0,19,39,14,21,4,ok,
LMT,Lockheed Martin Corp,936468,2023,10-K,2024-01-23,11561,172,14.88,11,0,29,43,14,21,5,ok,
LMT,Lockheed Martin Corp,936468,2024,10-K,2025-01-28,11553,181,15.67,11,0,30,48,14,22,5,ok,
NEE,NextEra Energy Inc,753308,2017,10-K,2018-02-16,12235,77,6.29,2,3,60,96,37,20,0,ok,
NEE,NextEra Energy Inc,753308,2018,10-K,2019-02-15,12322,69,5.6,3,3,44,89,31,20,0,ok,
NEE,NextEra Energy Inc,753308,2019,10-K,2020-02-14,12176,77,6.32,3,3,58,97,35,21,0,ok,
NEE,NextEra Energy Inc,753308,2020,10-K,2021-02-12,12184,71,5.83,3,3,49,97,30,23,0,ok,
NEE,NextEra Energy Inc,753308,2021,10-K,2022-02-18,12209,61,5.0,2,1,46,97,27,25,0,ok,
NEE,NextEra Energy Inc,753308,2022,10-K,2023-02-17,12183,60,4.92,1,1,48,92,25,23,0,ok,
NEE,NextEra Energy Inc,753308,2023,10-K,2024-02-16,12138,60,4.94,1,1,46,92,24,23,1,ok,
NEE,NextEra Energy Inc,753308,2024,10-K,2025-02-14,12078,67,5.55,1,1,53,97,26,22,1,ok,
NOC,Northrop Grumman Corp,1133421,2017,10-K,2018-01-29,11595,184,15.87,19,2,61,39,48,3,6,ok,
NOC,Northrop Grumman Corp,1133421,2018,10-K,2019-01-31,11514,169,14.68,15,2,56,37,39,3,6,ok,
NOC,Northrop Grumman Corp,1133421,2019,10-K,2020-01-30,11496,173,15.05,13,2,60,38,39,4,7,ok,
NOC,Northrop Grumman Corp,1133421,2020,10-K,2021-01-28,11524,158,13.71,16,6,63,36,41,3,3,ok,
NOC,Northrop Grumman Corp,1133421,2021,10-K,2022-01-27,11525,129,11.19,15,6,62,28,39,6,2,ok,
NOC,Northrop Grumman Corp,1133421,2022,10-K,2023-01-26,11452,172,15.02,15,2,56,23,40,18,4,ok,
NOC,Northrop Grumman Corp,1133421,2023,10-K,2024-01-25,11600,201,17.33,15,2,55,28,40,12,10,ok,
NOC,Northrop Grumman Corp,1133421,2024,10-K,2025-01-30,11578,205,17.71,16,2,55,32,36,17,12,ok,
OXY,Occidental Petroleum Corp,797468,2017,10-K,2018-02-23,10989,74,6.73,4,8,16,17,5,6,1,ok,
OXY,Occidental Petroleum Corp,797468,2018,10-K,2019-02-21,10955,93,8.49,3,6,23,24,9,7,1,ok,
OXY,Occidental Petroleum Corp,797468,2019,10-K,2020-02-28,11813,132,11.17,26,12,40,36,25,11,1,ok,
OXY,Occidental Petroleum Corp,797468,2020,10-K,2021-02-26,11889,140,11.78,38,27,39,41,34,9,1,ok,
OXY,Occidental Petroleum Corp,797468,2021,10-K,2022-02-24,11647,143,12.28,18,11,31,40,27,8,1,ok,
OXY,Occidental Petroleum Corp,797468,2022,10-K,2023-02-27,11575,130,11.23,6,4,42,57,21,11,0,ok,
OXY,Occidental Petroleum Corp,797468,2023,10-K,2024-02-14,11610,118,10.16,5,5,46,64,15,9,1,ok,
OXY,Occidental Petroleum Corp,797468,2024,10-K,2025-02-18,11586,150,12.95,20,10,53,61,36,14,16,ok,
PLD,Prologis Inc,1045609,2017,10-K,2018-02-15,9929,139,14.0,75,19,17,17,22,8,2,ok,
PLD,Prologis Inc,1045609,2018,10-K,2019-02-13,10254,140,13.65,71,19,17,17,22,9,2,ok,
PLD,Prologis Inc,1045609,2019,10-K,2020-02-11,11767,148,12.58,82,20,19,21,24,9,2,ok,
PLD,Prologis Inc,1045609,2020,10-K,2021-02-11,12216,144,11.79,92,24,17,19,27,8,0,ok,
PLD,Prologis Inc,1045609,2021,10-K,2022-02-09,12207,140,11.47,86,24,15,19,26,11,0,ok,
PLD,Prologis Inc,1045609,2022,10-K,2023-02-14,12182,141,11.57,82,24,14,19,25,12,0,ok,
PLD,Prologis Inc,1045609,2023,10-K,2024-02-13,12054,162,13.44,36,21,15,21,25,19,7,ok,
PLD,Prologis Inc,1045609,2024,10-K,2025-02-14,12004,164,13.66,36,21,16,20,25,20,7,ok,
PYPL,PayPal Holdings Inc,1633917,2017,10-K,2018-02-07,11930,127,10.65,3,2,53,81,9,0,8,ok,
PYPL,PayPal Holdings Inc,1633917,2018,10-K,2019-02-07,11928,129,10.81,5,2,41,65,12,2,15,ok,
PYPL,PayPal Holdings Inc,1633917,2019,10-K,2020-02-06,11895,139,11.69,4,2,41,62,10,2,14,ok,
PYPL,PayPal Holdings Inc,1633917,2020,10-K,2021-02-05,11645,105,9.02,2,0,91,90,9,0,22,ok,
PYPL,PayPal Holdings Inc,1633917,2021,10-K,2022-02-03,11582,91,7.86,5,1,87,98,7,0,22,ok,
PYPL,PayPal Holdings Inc,1633917,2022,10-K,2023-02-10,11531,109,9.45,4,1,71,88,5,0,23,ok,
PYPL,PayPal Holdings Inc,1633917,2023,10-K,2024-02-08,11564,112,9.69,5,1,73,98,5,1,27,ok,
PYPL,PayPal Holdings Inc,1633917,2024,10-K,2025-02-04,11569,113,9.77,4,1,89,105,5,1,26,ok,
SLB,Schlumberger Ltd,87347,2017,10-K,2018-01-24,12059,84,6.97,48,14,18,22,38,11,3,ok,
SLB,Schlumberger Ltd,87347,2018,10-K,2019-01-23,12013,95,7.91,47,14,20,23,36,8,4,ok,
SLB,Schlumberger Ltd,87347,2019,10-K,2020-01-22,11938,76,6.37,44,14,19,25,46,6,3,ok,
SLB,Schlumberger Ltd,87347,2020,10-K,2021-01-27,11856,121,10.21,19,2,26,26,46,11,8,ok,
SLB,Schlumberger Ltd,87347,2021,10-K,2022-01-26,11622,121,10.41,11,4,32,29,30,3,8,ok,
SLB,Schlumberger Ltd,87347,2022,10-K,2023-01-25,11803,112,9.49,12,4,36,30,24,6,9,ok,
SLB,Schlumberger Ltd,87347,2023,10-K,2024-01-24,11686,141,12.07,10,4,37,29,31,6,35,ok,
SLB,Schlumberger Ltd,87347,2024,10-K,2025-01-22,11746,139,11.83,7,2,40,31,29,4,39,ok,
SO,Southern Co,92122,2017,10-K,2018-02-21,11718,20,1.71,5,6,34,49,3,5,0,ok,
SO,Southern Co,92122,2018,10-K,2019-02-20,11695,20,1.71,8,7,31,35,3,7,0,ok,
SO,Southern Co,92122,2019,10-K,2020-02-20,3869,11,2.84,223,0,36,35,0,0,0,ok,
SO,Southern Co,92122,2020,10-K,2021-02-18,4,0,0.0,0,0,0,0,0,0,0,too_short,text too short (4 words)
SO,Southern Co,92122,2021,10-K,2022-02-17,4,0,0.0,0,0,0,0,0,0,0,too_short,text too short (4 words)
SO,Southern Co,92122,2022,10-K,2023-02-16,4,0,0.0,0,0,0,0,0,0,0,too_short,text too short (4 words)
SO,Southern Co,92122,2023,10-K,2024-02-15,4,0,0.0,0,0,0,0,0,0,0,too_short,text too short (4 words)
SO,Southern Co,92122,2024,10-K,2025-02-20,4,0,0.0,0,0,0,0,0,0,0,too_short,text too short (4 words)
UPS,United Parcel Service Inc,1090727,2017,10-K,2018-02-21,11860,97,8.18,12,6,30,57,19,20,7,ok,
UPS,United Parcel Service Inc,1090727,2018,10-K,2019-02-21,11812,103,8.72,11,6,31,60,23,21,8,ok,
UPS,United Parcel Service Inc,1090727,2019,10-K,2020-02-20,11881,128,10.77,9,2,30,59,30,21,9,ok,
UPS,United Parcel Service Inc,1090727,2020,10-K,2021-02-22,11825,176,14.88,10,10,40,64,33,24,9,ok,
UPS,United Parcel Service Inc,1090727,2021,10-K,2022-02-22,11790,186,15.78,9,10,42,68,35,26,9,ok,
UPS,United Parcel Service Inc,1090727,2022,10-K,2023-02-21,11790,189,16.03,9,8,44,74,32,25,10,ok,
UPS,United Parcel Service Inc,1090727,2023,10-K,2024-02-20,11609,219,18.86,8,2,61,82,31,21,40,ok,
UPS,United Parcel Service Inc,1090727,2024,10-K,2025-02-18,11617,206,17.73,6,2,58,85,35,17,31,ok,
XOM,Exxon Mobil Corp,34088,2017,10-K,2018-02-28,12372,60,4.85,5,9,20,16,7,9,7,ok,
XOM,Exxon Mobil Corp,34088,2018,10-K,2019-02-27,12349,63,5.1,5,9,22,16,7,8,8,ok,
XOM,Exxon Mobil Corp,34088,2019,10-K,2020-02-26,12320,63,5.11,5,9,20,15,8,9,8,ok,
XOM,Exxon Mobil Corp,34088,2020,10-K,2021-02-24,12295,69,5.61,5,9,22,19,8,11,8,ok,
XOM,Exxon Mobil Corp,34088,2021,10-K,2022-02-23,12219,77,6.3,5,9,23,20,11,15,9,ok,
XOM,Exxon Mobil Corp,34088,2022,10-K,2023-02-22,12191,81,6.64,5,9,23,20,11,17,9,ok,
XOM,Exxon Mobil Corp,34088,2023,10-K,2024-02-28,12099,105,8.68,6,9,26,22,11,17,44,ok,
XOM,Exxon Mobil Corp,34088,2024,10-K,2025-02-19,12053,105,8.71,8,9,31,24,11,17,44,ok,
